number,app,user_feedback,relevant_review,issue_text,fitting_issue,user_feedback_id,issue_id,distance,searched_manually,found_relevant_issue_manually
1014,org.thoughtcrime.securesms,"my main gripe with this is when i try to copy message text, the whole block is selected, and I can't just grab a number or address to paste somewhere. i like the app but i need that functionality for my job. would change rating if this is fixed",TRUE,"no way to ""Add Text"" from contacts like what can be done in default messaging app in Android",FALSE,gp:AOqpTOGvW2ZWyWFdJ9TNMD0LIMEJpTXMTPcic8w603HWNLylMqmRKp1hJ59D7bOPu8muc4W61fbji7l-LKJ8VQ,15667959,0.870,TRUE,FALSE
1018,org.thoughtcrime.securesms,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,TRUE,Opening anything other than settings crashes the app.,FALSE,gp:AOqpTOF1szL464RwdCdU5mdCXhtV-1T3HaS4VDLa30lY5OE-BxkeSeDhFCiDeJzeJv-pc1qd53MmmNJgPkwONg,621992310,0.881,TRUE,FALSE
1019,org.thoughtcrime.securesms,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,TRUE,Empty conversation list when backup is initiated at app's startup,FALSE,gp:AOqpTOF1szL464RwdCdU5mdCXhtV-1T3HaS4VDLa30lY5OE-BxkeSeDhFCiDeJzeJv-pc1qd53MmmNJgPkwONg,318878859,0.856,TRUE,FALSE
1020,org.thoughtcrime.securesms,App keeps crashing during the initial setup. Cant get past it! If the app stops working the second you open it then the app must be absolute garbage.,TRUE,"Quoted an image, now cannot open the app at all!",FALSE,gp:AOqpTOF1szL464RwdCdU5mdCXhtV-1T3HaS4VDLa30lY5OE-BxkeSeDhFCiDeJzeJv-pc1qd53MmmNJgPkwONg,340867639,0.855,TRUE,FALSE
1027,org.thoughtcrime.securesms,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",TRUE,No notifications show up until the app is manually open,TRUE,gp:AOqpTOHufxt3DBnCrnaoYgo0U2Rv81CQo1zC4gMkjbyKpBaeU1KnPAL4kMpZx43U6TTEx-hWulxcSlAVh5mn7w,127091558,0.902,FALSE,FALSE
1028,org.thoughtcrime.securesms,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",TRUE,After update: no notification sent with TextSecure message. I have to open the app to see if there's something new,TRUE,gp:AOqpTOHufxt3DBnCrnaoYgo0U2Rv81CQo1zC4gMkjbyKpBaeU1KnPAL4kMpZx43U6TTEx-hWulxcSlAVh5mn7w,106219245,0.881,FALSE,FALSE
1029,org.thoughtcrime.securesms,"I love this app, however I no longer receive notifications until I open the app. I was previously enrolled in beta and thought that was the reason for the lack of notifications. Please fix this.",TRUE,No notifications when app is closed,TRUE,gp:AOqpTOHufxt3DBnCrnaoYgo0U2Rv81CQo1zC4gMkjbyKpBaeU1KnPAL4kMpZx43U6TTEx-hWulxcSlAVh5mn7w,136165665,0.872,FALSE,FALSE
1195,com.nextcloud.client,I have a nextcloud server and the way I access my server is via OpenVPN. The problem now is the nextcloud native app doesn't work through vpn. It is an odd behavior. I highly recommend to use owncloud app instead.,TRUE,nextcloud android client can't login but android webdev clients do,FALSE,gp:AOqpTOH7ZgqSY266CnNVf9Vk2QY1HxNNlT52xbuaxou0zeCBVHyVm7_guDcR7EJZEoR-AgN-N16sBY-ZYUQlVFY,164683620,0.8725975752,FALSE,FALSE
1196,com.nextcloud.client,I have a nextcloud server and the way I access my server is via OpenVPN. The problem now is the nextcloud native app doesn't work through vpn. It is an odd behavior. I highly recommend to use owncloud app instead.,TRUE,"AutoUpload stuck on ""Waiting for Wifi"" when using VPN",TRUE,gp:AOqpTOH7ZgqSY266CnNVf9Vk2QY1HxNNlT52xbuaxou0zeCBVHyVm7_guDcR7EJZEoR-AgN-N16sBY-ZYUQlVFY,343242184,0.8644160628,FALSE,FALSE
1197,com.nextcloud.client,I have a nextcloud server and the way I access my server is via OpenVPN. The problem now is the nextcloud native app doesn't work through vpn. It is an odd behavior. I highly recommend to use owncloud app instead.,TRUE,SecurityException in OCFileListAdapter: uid 10410 cannot get user data for accounts of type: nextcloud,FALSE,gp:AOqpTOH7ZgqSY266CnNVf9Vk2QY1HxNNlT52xbuaxou0zeCBVHyVm7_guDcR7EJZEoR-AgN-N16sBY-ZYUQlVFY,641502463,0.8603374362,FALSE,FALSE
1198,com.nextcloud.client,"Everything works great until I back out of a folder. Then, when I try to open a new folder, the app just crashes on me. Running an LG G4.",TRUE,nextcloud Android app crashing when sync a big folder (10Gb),TRUE,gp:AOqpTOF78GuYA-GydLNcFhtcOOQOFtMJCFaLKcJlxjoqk9EiCe6mqTnbiaosJ0RGuTgaxiqu3CvxAw4-q_6XzSo,520877324,0.8702099323,FALSE,FALSE
1199,com.nextcloud.client,"Everything works great until I back out of a folder. Then, when I try to open a new folder, the app just crashes on me. Running an LG G4.",TRUE,"Nextcloud Android app crashes when selecting a folder, switching into gallery mode and go back ",TRUE,gp:AOqpTOF78GuYA-GydLNcFhtcOOQOFtMJCFaLKcJlxjoqk9EiCe6mqTnbiaosJ0RGuTgaxiqu3CvxAw4-q_6XzSo,487558359,0.8447665572,FALSE,FALSE
1200,com.nextcloud.client,"Everything works great until I back out of a folder. Then, when I try to open a new folder, the app just crashes on me. Running an LG G4.",TRUE,"Incorrect message and delete your favorite folder (file) from the folder ""On device""",FALSE,gp:AOqpTOF78GuYA-GydLNcFhtcOOQOFtMJCFaLKcJlxjoqk9EiCe6mqTnbiaosJ0RGuTgaxiqu3CvxAw4-q_6XzSo,417769471,0.8405089974,FALSE,FALSE
1201,com.nextcloud.client,"Not up to the great standard of the web app. Sync function needs a lot of improvement, when a folder is synced and I add a new file in the app, this file is not synced. I then have to manually download the file which removes the point of syncing in the first place. Also if I add a new doc, removing the extension .odt and naming it example.doc it saves as example.doc.odt meaning I cant make blank word files, I have to make one in the office app and share it to next cloud.",TRUE,Auto-uploaded files that are moved to app folder are deleted from local storage the next time the folder is viewed in the app,TRUE,gp:AOqpTOF2qkpJyyDtU9KCmNttjcmuyjHhmajGePZwMGUItwQHqjmqbnOuE5ieiGTSm-QW4BAjRIZe00MPW58Jkv4,295865201,0.8927254081,FALSE,FALSE
1202,com.nextcloud.client,"Not up to the great standard of the web app. Sync function needs a lot of improvement, when a folder is synced and I add a new file in the app, this file is not synced. I then have to manually download the file which removes the point of syncing in the first place. Also if I add a new doc, removing the extension .odt and naming it example.doc it saves as example.doc.odt meaning I cant make blank word files, I have to make one in the office app and share it to next cloud.",TRUE,Auto-uploaded files that are moved to app folder are deleted from local storage the next time the folder is viewed in the app,TRUE,gp:AOqpTOF2qkpJyyDtU9KCmNttjcmuyjHhmajGePZwMGUItwQHqjmqbnOuE5ieiGTSm-QW4BAjRIZe00MPW58Jkv4,213562751,0.8927254081,FALSE,FALSE
1203,com.nextcloud.client,"Not up to the great standard of the web app. Sync function needs a lot of improvement, when a folder is synced and I add a new file in the app, this file is not synced. I then have to manually download the file which removes the point of syncing in the first place. Also if I add a new doc, removing the extension .odt and naming it example.doc it saves as example.doc.odt meaning I cant make blank word files, I have to make one in the office app and share it to next cloud.",TRUE,share with Nextcloud app - empty folder doesn't show the no empty message for create folder,FALSE,gp:AOqpTOF2qkpJyyDtU9KCmNttjcmuyjHhmajGePZwMGUItwQHqjmqbnOuE5ieiGTSm-QW4BAjRIZe00MPW58Jkv4,235372744,0.8849619627,FALSE,FALSE
1204,com.nextcloud.client,"I love nextcloud. But unfortunately the app keeps crashing, when I try to setup a new account and try to enter a username.  Edit: It works with the token though. When i try to enter the username there it works. Edit: The Problem probably was the App Dashlane. Had form difficulties with other apps and after removing dashlabe it works great!!",TRUE,"Can't use the app anymore after update to 3.3: ""Wrong login details""",FALSE,gp:AOqpTOG8HF7CLp0yPhrfcLll-7tgpKsrPEUXeq4tgP3gP0OR73oTe1ow6gdNwv6D8FKZvYtCMMGzYAMj3pigOec,361856691,0.8663355708,TRUE,TRUE
1205,com.nextcloud.client,"I love nextcloud. But unfortunately the app keeps crashing, when I try to setup a new account and try to enter a username.  Edit: It works with the token though. When i try to enter the username there it works. Edit: The Problem probably was the App Dashlane. Had form difficulties with other apps and after removing dashlabe it works great!!",TRUE,App content is breifly visable before being prompted for the app passcode when switching apps,FALSE,gp:AOqpTOG8HF7CLp0yPhrfcLll-7tgpKsrPEUXeq4tgP3gP0OR73oTe1ow6gdNwv6D8FKZvYtCMMGzYAMj3pigOec,663433203,0.8634501696,TRUE,TRUE
1206,com.nextcloud.client,"I love nextcloud. But unfortunately the app keeps crashing, when I try to setup a new account and try to enter a username.  Edit: It works with the token though. When i try to enter the username there it works. Edit: The Problem probably was the App Dashlane. Had form difficulties with other apps and after removing dashlabe it works great!!",TRUE,Hide app content in recent apps/apps switcher when app passcode is enabled,FALSE,gp:AOqpTOG8HF7CLp0yPhrfcLll-7tgpKsrPEUXeq4tgP3gP0OR73oTe1ow6gdNwv6D8FKZvYtCMMGzYAMj3pigOec,663429869,0.8575121164,TRUE,TRUE
1207,com.nextcloud.client,"App works only few hours, next - problems with login. Can't login, must reinstall app again, and again!😠",TRUE,"Can't use the app anymore after update to 3.3: ""Wrong login details""",TRUE,gp:AOqpTOHdbdQOmYRRIkrBhnZlgshZFMiqywn1Ul0apuNymIt8_p2orB0Di9zGJKVp_XEw23BLlce-dBNL1yHr7gQ,361856691,0.9117878079,FALSE,FALSE
1208,com.nextcloud.client,"App works only few hours, next - problems with login. Can't login, must reinstall app again, and again!😠",TRUE,Asks for login info after closing app or not using it for a while.,FALSE,gp:AOqpTOHdbdQOmYRRIkrBhnZlgshZFMiqywn1Ul0apuNymIt8_p2orB0Di9zGJKVp_XEw23BLlce-dBNL1yHr7gQ,357794663,0.9111667871,FALSE,FALSE
1209,com.nextcloud.client,"App works only few hours, next - problems with login. Can't login, must reinstall app again, and again!😠",TRUE,Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder,FALSE,gp:AOqpTOHdbdQOmYRRIkrBhnZlgshZFMiqywn1Ul0apuNymIt8_p2orB0Di9zGJKVp_XEw23BLlce-dBNL1yHr7gQ,651359646,0.8994005919,FALSE,FALSE
1210,com.nextcloud.client,App keep crashing when i try to make changes im auto upload. Hope there will be a quick update to fix it.,TRUE,Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder,TRUE,gp:AOqpTOHfOjWdNSBFubT-iJHFCCEjpGIgkRWXYpdSTfbSWLBVu0nLMprLkwDi8wKpxV1hM7-kk-Gbb8iFI8DceF4,651359646,0.9076078534,FALSE,FALSE
1211,com.nextcloud.client,App keep crashing when i try to make changes im auto upload. Hope there will be a quick update to fix it.,TRUE,Android auto upload doesn't do anything,TRUE,gp:AOqpTOHfOjWdNSBFubT-iJHFCCEjpGIgkRWXYpdSTfbSWLBVu0nLMprLkwDi8wKpxV1hM7-kk-Gbb8iFI8DceF4,215302504,0.892066896,FALSE,FALSE
1212,com.nextcloud.client,App keep crashing when i try to make changes im auto upload. Hope there will be a quick update to fix it.,TRUE,No auto upload after update,TRUE,gp:AOqpTOHfOjWdNSBFubT-iJHFCCEjpGIgkRWXYpdSTfbSWLBVu0nLMprLkwDi8wKpxV1hM7-kk-Gbb8iFI8DceF4,306723374,0.8907040358,FALSE,FALSE
1213,com.nextcloud.client,With the latest update to the app auto upload fails to work.,TRUE,Newest F-Droid beta crashes app when opening instant upload,FALSE,gp:AOqpTOHCC0dnNL_Bro2NI-4X3t_TFKIKo6irxDo61oQHTbtkfHowSbySLd-PUKz_BhPdUc6GXR0BVI_wzDOT_WM,185747534,0.9278502464,FALSE,FALSE
1214,com.nextcloud.client,With the latest update to the app auto upload fails to work.,TRUE,Android auto upload doesn't do anything,TRUE,gp:AOqpTOHCC0dnNL_Bro2NI-4X3t_TFKIKo6irxDo61oQHTbtkfHowSbySLd-PUKz_BhPdUc6GXR0BVI_wzDOT_WM,215302504,0.9269937277,FALSE,FALSE
1215,com.nextcloud.client,With the latest update to the app auto upload fails to work.,TRUE,Android auto upload never triggered,TRUE,gp:AOqpTOHCC0dnNL_Bro2NI-4X3t_TFKIKo6irxDo61oQHTbtkfHowSbySLd-PUKz_BhPdUc6GXR0BVI_wzDOT_WM,607926052,0.9199196696,FALSE,FALSE
1216,com.nextcloud.client,Absolutely destroys battery life. Phone always lasts all day well past midnight. Had it installed for 3 days and will now go from fully charged at 7am to dead at 5pm with hardly any phone use and no phone calls. Android reporting app responsible for 19% of battery drain. Can't keep it installed like that.,TRUE,NC 2.0.0RC8: Battery being drained while phone doesn't have internet access,TRUE,gp:AOqpTOFi2LmpKbLDbulQUpGqDLR71FXTavzqkpab5qra32VZ3RBVG6xaP6oTokGODKOqta5eFofUIfrck8J1pQ4,264437969,0.8656740189,FALSE,FALSE
1217,com.nextcloud.client,Absolutely destroys battery life. Phone always lasts all day well past midnight. Had it installed for 3 days and will now go from fully charged at 7am to dead at 5pm with hardly any phone use and no phone calls. Android reporting app responsible for 19% of battery drain. Can't keep it installed like that.,TRUE,"Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",FALSE,gp:AOqpTOFi2LmpKbLDbulQUpGqDLR71FXTavzqkpab5qra32VZ3RBVG6xaP6oTokGODKOqta5eFofUIfrck8J1pQ4,522251884,0.8568190932,FALSE,FALSE
1218,com.nextcloud.client,Absolutely destroys battery life. Phone always lasts all day well past midnight. Had it installed for 3 days and will now go from fully charged at 7am to dead at 5pm with hardly any phone use and no phone calls. Android reporting app responsible for 19% of battery drain. Can't keep it installed like that.,TRUE,No upload at charging if battery is on 100%,FALSE,gp:AOqpTOFi2LmpKbLDbulQUpGqDLR71FXTavzqkpab5qra32VZ3RBVG6xaP6oTokGODKOqta5eFofUIfrck8J1pQ4,285615039,0.8261666298,FALSE,FALSE
1219,com.nextcloud.client,Stopped working all of a sudden. Asking for pattern or fingerprint. Neither my real device pattern nor my fingerprints are working. Fresh install. Only added one account. Did not change any settings. All prior versions worked. Cannot send any debug data as the app does not let me start. Please fix this.,TRUE,Screenshots forbidden if app protection (fingerprint / pin) is enabled,FALSE,gp:AOqpTOGTVJoZ3aRBT_R3aCU2wJ2u1fEgMBOsVS2rxZTEOR5oZWTiI58U7NlwmRmaHrZuz1vnxnEInoL0pwn_JyA,286159386,0.8571369052,FALSE,FALSE
1220,com.nextcloud.client,Stopped working all of a sudden. Asking for pattern or fingerprint. Neither my real device pattern nor my fingerprints are working. Fresh install. Only added one account. Did not change any settings. All prior versions worked. Cannot send any debug data as the app does not let me start. Please fix this.,TRUE,"Can't use the app anymore after update to 3.3: ""Wrong login details""",TRUE,gp:AOqpTOGTVJoZ3aRBT_R3aCU2wJ2u1fEgMBOsVS2rxZTEOR5oZWTiI58U7NlwmRmaHrZuz1vnxnEInoL0pwn_JyA,361856691,0.8546105027,FALSE,FALSE
1221,com.nextcloud.client,Stopped working all of a sudden. Asking for pattern or fingerprint. Neither my real device pattern nor my fingerprints are working. Fresh install. Only added one account. Did not change any settings. All prior versions worked. Cannot send any debug data as the app does not let me start. Please fix this.,TRUE,Nextcloud App account name doesn't update in system file picker.,FALSE,gp:AOqpTOGTVJoZ3aRBT_R3aCU2wJ2u1fEgMBOsVS2rxZTEOR5oZWTiI58U7NlwmRmaHrZuz1vnxnEInoL0pwn_JyA,509529522,0.8529151678,FALSE,FALSE
1222,com.nextcloud.client,"I just started using this app with a home server and I'm having the issue 
where the log in screen keeps popping up. Interestingly, it's not logging 
me out. I can hit back, quickly interact with my files, and then the login 
comes back up. If I enter the settings menu, the login menu won't come up, 
but as soon as I leave settings it starts happening again.",TRUE,Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder,FALSE,gp:AOqpTOGOrKhqp8uxE-bKsSAA8656M4ZKCE1SWY4k7bekqAbYWoHWXwUl9IokRI4fgEkSJEndnsBB8-uVngCUfQw,651359646,0.8792828321,TRUE,TRUE
1223,com.nextcloud.client,"I just started using this app with a home server and I'm having the issue 
where the log in screen keeps popping up. Interestingly, it's not logging 
me out. I can hit back, quickly interact with my files, and then the login 
comes back up. If I enter the settings menu, the login menu won't come up, 
but as soon as I leave settings it starts happening again.",TRUE,Switching accounts while uploading files doesn't update the main app file view after,FALSE,gp:AOqpTOGOrKhqp8uxE-bKsSAA8656M4ZKCE1SWY4k7bekqAbYWoHWXwUl9IokRI4fgEkSJEndnsBB8-uVngCUfQw,632207132,0.8778705597,TRUE,TRUE
1224,com.nextcloud.client,"I just started using this app with a home server and I'm having the issue 
where the log in screen keeps popping up. Interestingly, it's not logging 
me out. I can hit back, quickly interact with my files, and then the login 
comes back up. If I enter the settings menu, the login menu won't come up, 
but as soon as I leave settings it starts happening again.",TRUE,Auto-uploaded files that are moved to app folder are deleted from local storage the next time the folder is viewed in the app,FALSE,gp:AOqpTOGOrKhqp8uxE-bKsSAA8656M4ZKCE1SWY4k7bekqAbYWoHWXwUl9IokRI4fgEkSJEndnsBB8-uVngCUfQw,295865201,0.8754169941,TRUE,TRUE
1225,com.nextcloud.client,"Not working on Pixel 4 XL stock Android 10, won't.let me log in. Provider is Google FI (not Fiber) with automatic VPN.......is that the issue?",TRUE,"Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",FALSE,gp:AOqpTOFyWZctbanineUEgVrUSkeXrCQn_5L-GzEGC3-2lTQdqNnn2r4h7CGbVtV89_Gt97r6kl6PvfeuoToqSTE,522251884,0.7913597822,TRUE,FALSE
1226,com.nextcloud.client,"Not working on Pixel 4 XL stock Android 10, won't.let me log in. Provider is Google FI (not Fiber) with automatic VPN.......is that the issue?",TRUE,Upload button / design issue with white color in theming app,FALSE,gp:AOqpTOFyWZctbanineUEgVrUSkeXrCQn_5L-GzEGC3-2lTQdqNnn2r4h7CGbVtV89_Gt97r6kl6PvfeuoToqSTE,319554772,0.7793107033,TRUE,FALSE
1227,com.nextcloud.client,"Not working on Pixel 4 XL stock Android 10, won't.let me log in. Provider is Google FI (not Fiber) with automatic VPN.......is that the issue?",TRUE,nextcloud android does not install apk from unknown sources Oreo Samsung s8,FALSE,gp:AOqpTOFyWZctbanineUEgVrUSkeXrCQn_5L-GzEGC3-2lTQdqNnn2r4h7CGbVtV89_Gt97r6kl6PvfeuoToqSTE,301697727,0.7722570896,TRUE,FALSE
1228,com.nextcloud.client,App is draining all of my battery because it seems to loop all day long. Temporarily enabled auto upload over cellular. Now I disabled this option again but Nextcloud continues to upload data over cellular. Sometimes it's not even properly auto-uploading my pictures. Phone: Samsung S9 Worst app I ever used.,TRUE,Not auto uploading and app (android) crashing every time i turn auto upload on or off a folder,FALSE,gp:AOqpTOFS0_01G7_DT24EBvSqD9JVrYaN4o6Tyxz3ubV4h5f3X3Q_msnKOxhAwp7oFwZ5RKcC24uZArLH-MzELWQ,651359646,0.9032648802,TRUE,TRUE
1229,com.nextcloud.client,App is draining all of my battery because it seems to loop all day long. Temporarily enabled auto upload over cellular. Now I disabled this option again but Nextcloud continues to upload data over cellular. Sometimes it's not even properly auto-uploading my pictures. Phone: Samsung S9 Worst app I ever used.,TRUE,"Upload photo plus auto upload from phone to server ""folder error""",FALSE,gp:AOqpTOFS0_01G7_DT24EBvSqD9JVrYaN4o6Tyxz3ubV4h5f3X3Q_msnKOxhAwp7oFwZ5RKcC24uZArLH-MzELWQ,467807827,0.8852502108,TRUE,TRUE
1230,com.nextcloud.client,App is draining all of my battery because it seems to loop all day long. Temporarily enabled auto upload over cellular. Now I disabled this option again but Nextcloud continues to upload data over cellular. Sometimes it's not even properly auto-uploading my pictures. Phone: Samsung S9 Worst app I ever used.,TRUE,"Huawei mate 9 I can't get the automatic synchronization to work The problem of optimizing the battery remains on the screen even if it is set as not allowed The problem will be in emui 9.1.0 because for other mobile phone it works, how can I be helped for this bug  ?",FALSE,gp:AOqpTOFS0_01G7_DT24EBvSqD9JVrYaN4o6Tyxz3ubV4h5f3X3Q_msnKOxhAwp7oFwZ5RKcC24uZArLH-MzELWQ,522251884,0.8718472719,TRUE,TRUE
1231,com.nextcloud.client,Why I CAN login in my nextclowd from the phone's browser and this app is still asking and asking and asking me for password to login in app?? Why? What's wrong????,TRUE,OutOfMemory Killer close Nextcloud App,FALSE,gp:AOqpTOHlOuYYKKfW890IooqItA9xUNj-jE0pW7YFzcw2o54uM-9Rf6E-CqSefgpmTWU3avVNAl2WonLlYTFn_Iw,562113029,0.859385252,TRUE,TRUE
1232,com.nextcloud.client,Why I CAN login in my nextclowd from the phone's browser and this app is still asking and asking and asking me for password to login in app?? Why? What's wrong????,TRUE,Nextcloud andriod app keeps crashing,FALSE,gp:AOqpTOHlOuYYKKfW890IooqItA9xUNj-jE0pW7YFzcw2o54uM-9Rf6E-CqSefgpmTWU3avVNAl2WonLlYTFn_Iw,615056186,0.8560578823,TRUE,TRUE
1233,com.nextcloud.client,Why I CAN login in my nextclowd from the phone's browser and this app is still asking and asking and asking me for password to login in app?? Why? What's wrong????,TRUE,Crash on openning app on Android 7.1 (android.app.RemoteServiceException: can't deliver broadcast),FALSE,gp:AOqpTOHlOuYYKKfW890IooqItA9xUNj-jE0pW7YFzcw2o54uM-9Rf6E-CqSefgpmTWU3avVNAl2WonLlYTFn_Iw,192540291,0.8526092768,TRUE,TRUE
1234,com.nextcloud.client,"I kinda like that you have to be real particular about selecting folders to upload, but until there's an auto-sync, I'll be using Syncthing. a little more detail: you can select ""auto-upload"" and specify a local folder, a remote folder, and some other stuff (defaults are probably fine). It will then _upload_ _new_ files in that local directory (but not subdirectories, which is important for music). So all those existing files, never touched. And if you delete a file, that doesn't propagate out to your server, and therefore to your other devices. And if a file is changed/created/etc on the server, you'll never know about it until you manually sync that folder.",TRUE,No files on local folder selection for the custom local folder auto upload,TRUE,gp:AOqpTOGmKcdptM2pp9rby3LUBACX39z8ERKLUfu8mNaW0Wh6xvQ3hoT9Bktg1h9otwlnRczFHRLEWWAHy4k68yA,313594829,0.8952637911,FALSE,FALSE
1235,com.nextcloud.client,"I kinda like that you have to be real particular about selecting folders to upload, but until there's an auto-sync, I'll be using Syncthing. a little more detail: you can select ""auto-upload"" and specify a local folder, a remote folder, and some other stuff (defaults are probably fine). It will then _upload_ _new_ files in that local directory (but not subdirectories, which is important for music). So all those existing files, never touched. And if you delete a file, that doesn't propagate out to your server, and therefore to your other devices. And if a file is changed/created/etc on the server, you'll never know about it until you manually sync that folder.",TRUE,"Incorrect message and delete your favorite folder (file) from the folder ""On device""",FALSE,gp:AOqpTOGmKcdptM2pp9rby3LUBACX39z8ERKLUfu8mNaW0Wh6xvQ3hoT9Bktg1h9otwlnRczFHRLEWWAHy4k68yA,417769471,0.8925054669,FALSE,FALSE
1236,com.nextcloud.client,"I kinda like that you have to be real particular about selecting folders to upload, but until there's an auto-sync, I'll be using Syncthing. a little more detail: you can select ""auto-upload"" and specify a local folder, a remote folder, and some other stuff (defaults are probably fine). It will then _upload_ _new_ files in that local directory (but not subdirectories, which is important for music). So all those existing files, never touched. And if you delete a file, that doesn't propagate out to your server, and therefore to your other devices. And if a file is changed/created/etc on the server, you'll never know about it until you manually sync that folder.",TRUE,"Upload a big file manually or via auto upload with ""move to nc folder"" ",TRUE,gp:AOqpTOGmKcdptM2pp9rby3LUBACX39z8ERKLUfu8mNaW0Wh6xvQ3hoT9Bktg1h9otwlnRczFHRLEWWAHy4k68yA,211609870,0.8890371323,FALSE,FALSE
1237,com.nextcloud.client,"Can not login, after i enter my password i keep looping back to the login menu",TRUE,It bounces back to the login screen.,TRUE,gp:AOqpTOHr8BCJyfHreqt0HReIV7amhGj43e45nKLkmjeVyu1kgzVDgiQAAMnyFAqKx5N3RCLAjqM55o5sCZIvfrE,313930270,0.8925069571,FALSE,FALSE
1238,com.nextcloud.client,"Can not login, after i enter my password i keep looping back to the login menu",TRUE,Wrong username or password screen blocks everything,TRUE,gp:AOqpTOHr8BCJyfHreqt0HReIV7amhGj43e45nKLkmjeVyu1kgzVDgiQAAMnyFAqKx5N3RCLAjqM55o5sCZIvfrE,426887180,0.883900702,FALSE,FALSE
1239,com.nextcloud.client,"Can not login, after i enter my password i keep looping back to the login menu",TRUE,Crashed on login notification,FALSE,gp:AOqpTOHr8BCJyfHreqt0HReIV7amhGj43e45nKLkmjeVyu1kgzVDgiQAAMnyFAqKx5N3RCLAjqM55o5sCZIvfrE,539037777,0.876175046,FALSE,FALSE
1240,com.nextcloud.client,"Having a lot of trouble when trying to auto upload a folder containing multiple sub folders with pictures and video from a SD card. Does not seem to want to sync. I had to send files manually, did not scan the folder apparently. My goal is to move video and photos from the phone to this removable card so I can save some space and backup those to a nas...",TRUE,Autoupload of images does not work when SD card is selected as the download destination of photos by camera app,TRUE,gp:AOqpTOH4Jav-oqIY1m3lisCBWWsh03FjYB2nhUQMq4mt3OZZ44hct287qgwci2qIc_Tyh1pR4dWWjUZrxosjeqg,198345245,0.8630651236,FALSE,FALSE
1241,com.nextcloud.client,"Having a lot of trouble when trying to auto upload a folder containing multiple sub folders with pictures and video from a SD card. Does not seem to want to sync. I had to send files manually, did not scan the folder apparently. My goal is to move video and photos from the phone to this removable card so I can save some space and backup those to a nas...",TRUE,Auto-Upload issue: Photos taken are not uploaded when no network traffic possible at create time of photos,TRUE,gp:AOqpTOH4Jav-oqIY1m3lisCBWWsh03FjYB2nhUQMq4mt3OZZ44hct287qgwci2qIc_Tyh1pR4dWWjUZrxosjeqg,363781464,0.8559615016,FALSE,FALSE
1242,com.nextcloud.client,"Having a lot of trouble when trying to auto upload a folder containing multiple sub folders with pictures and video from a SD card. Does not seem to want to sync. I had to send files manually, did not scan the folder apparently. My goal is to move video and photos from the phone to this removable card so I can save some space and backup those to a nas...",TRUE,Nextcloud app doesn't show all files and directories on an external storage,FALSE,gp:AOqpTOH4Jav-oqIY1m3lisCBWWsh03FjYB2nhUQMq4mt3OZZ44hct287qgwci2qIc_Tyh1pR4dWWjUZrxosjeqg,197191066,0.8548491001,FALSE,FALSE
1243,com.nextcloud.client,Auto uploads no longer work. App just freezes on s8+,TRUE,Retrying failed uploads stops the app,TRUE,gp:AOqpTOGrSwjxvHu5Yfs_Z2vedhy40sxpUHcem0Ar33PEpEMo0-3yZFjZJwJODd85umFwyNMEAtyhtmw5-jUmBqo,289791893,0.930,FALSE,FALSE
1244,com.nextcloud.client,Auto uploads no longer work. App just freezes on s8+,TRUE,Auto upload on 1.4.2 and Android 7.1.2 still broken,TRUE,gp:AOqpTOGrSwjxvHu5Yfs_Z2vedhy40sxpUHcem0Ar33PEpEMo0-3yZFjZJwJODd85umFwyNMEAtyhtmw5-jUmBqo,221706645,0.922,FALSE,FALSE
1245,com.nextcloud.client,Auto uploads no longer work. App just freezes on s8+,TRUE,Auto uploads 'Waiting for Wi-Fi' when connected to VPN over Wi-Fi,TRUE,gp:AOqpTOGrSwjxvHu5Yfs_Z2vedhy40sxpUHcem0Ar33PEpEMo0-3yZFjZJwJODd85umFwyNMEAtyhtmw5-jUmBqo,294093766,0.920,FALSE,FALSE
1246,com.nextcloud.client,This is useless on Android. It will not sync your old picture files. Only the new ones. This seems to work on IOS though. There are complains about this on the internet dating back to 2016. They were supposed to work on that. It is now Dec 2019.,TRUE,Nextcloud app doesn't show all files and directories on an external storage,FALSE,gp:AOqpTOH6Cb_ItNm8rWqSJ0C9MK5aKkiAHQxZ93faF0NrXvoDn4mJ58UUuJ8ax2vWYnvv0o3VJVd9okCGEcunxiY,197191066,0.8359259367,TRUE,FALSE
